,longitude,latitude,Postal_Code,Region,Province,Municipality,Price,Price_m2,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift
4076,3.772807392554319,51.103064477304066,9041,2,9,Gent,296000,3363,1,APARTMENT,5,2,88,1,0,0,1,10,0,0,2,0,0,1
4077,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,695000,8910,1,APARTMENT,5,2,78,1,0,0,1,3,0,0,2,0,1,1
4080,3.633046770040216,51.051202535013374,9031,2,9,Gent,340751,3407,1,APARTMENT,0,2,100,0,0,0,1,14,0,0,2,0,0,1
4081,3.7694068345287524,51.06701435001319,9040,2,9,Gent,325000,2579,1,APARTMENT,5,2,126,0,0,0,1,12,0,0,3,0,0,0
4084,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,284000,5259,1,APARTMENT,2,1,54,0,0,0,1,10,0,0,2,0,0,0
4085,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,450000,5232,1,PENTHOUSE,5,3,86,1,0,0,1,13,0,0,2,0,0,0
4086,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,325000,1593,0,HOUSE,6,4,196,0,0,0,1,8,1,8,2,0,0,0
4087,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,245000,2916,1,APARTMENT,4,1,84,0,0,0,1,2,0,0,2,0,0,0
4090,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,265000,3011,1,APARTMENT,4,2,88,0,0,0,1,20,0,0,3,0,1,1
4091,3.720262345300755,51.053260703972086,9000,2,9,Gent,499000,2188,0,HOUSE,6,5,187,0,0,0,1,20,1,41,2,0,0,0
4092,3.7710482317047225,51.03750198876654,9050,2,9,Gent,465000,3690,1,APARTMENT,5,3,126,0,0,0,1,16,0,0,2,0,0,1
4093,5.577531125648646,50.59185028437595,4000,1,7,Liège,165000,1161,0,HOUSE,3,2,73,0,0,0,1,11,1,69,2,0,0,0
4095,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,249000,2223,1,APARTMENT,6,3,112,0,0,1,1,15,0,0,3,0,0,0
4096,4.063243126487138,50.91524229667714,9320,2,9,Aalst,325000,516,0,HOUSE,6,4,229,0,0,0,1,14,1,400,3,0,0,0
4097,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,890000,6137,1,APARTMENT,5,3,145,1,0,0,1,15,0,0,2,0,1,1
4099,4.327273956190343,50.591388384222846,1400,1,3,Nivelles,215000,1720,0,HOUSE,0,3,125,0,0,0,1,15,0,0,2,0,0,0
4100,5.659160032334298,50.73584797043918,4684,1,7,Oupeye,299000,2600,1,APARTMENT,5,2,115,0,0,0,1,13,0,0,4,0,0,1
4102,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,595000,4760,1,DUPLEX,2,2,125,1,0,0,1,16,0,0,2,0,0,0
4105,4.561792200549251,51.13160180554329,2500,2,8,Lier,149900,2237,1,APARTMENT,6,1,67,0,0,0,1,1,0,0,2,0,0,1
4108,3.276541129725285,50.81548648715903,8500,2,10,Kortrijk,560000,5000,1,APARTMENT,6,3,112,0,0,0,1,13,0,0,2,0,0,1
4109,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,950000,1900,0,VILLA,5,3,250,0,0,1,1,25,1,250,4,0,0,0
4110,5.577531125648646,50.59185028437595,4000,1,7,Liège,249000,2515,1,APARTMENT,0,2,99,0,0,0,1,8,0,0,2,0,0,1
4111,4.361370487792108,50.78987082854528,1180,0,0,Uccle,930000,2094,0,TOWN_HOUSE,6,5,324,1,0,0,1,55,1,120,2,0,0,0
4113,4.361370487792108,50.78987082854528,1180,0,0,Uccle,380000,3518,1,PENTHOUSE,0,2,108,0,0,0,1,15,0,0,2,0,0,0
4114,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,635000,7134,1,APARTMENT,6,2,89,0,0,0,1,8,0,0,2,0,0,1
4115,4.186788555395837,50.909272565714325,1730,2,6,Asse,350000,3684,1,APARTMENT,5,2,95,1,0,0,1,18,0,0,3,0,0,0
4118,5.623582074795952,50.614135660989234,4032,1,7,Liège,150000,1875,1,APARTMENT,6,2,80,0,0,0,1,4,0,0,2,0,1,1
4119,5.638561209383813,50.639959100598105,4020,1,7,Liège,280000,1272,0,HOUSE,5,3,130,0,0,0,1,10,1,90,2,0,0,0
4120,4.403520554166193,50.70976366812478,1410,1,3,Waterloo,895000,4068,1,PENTHOUSE,5,3,220,1,0,0,1,30,0,0,2,0,0,1
4121,4.4304552890543425,51.28352081368884,2180,2,8,Antwerpen,329000,2030,0,HOUSE,2,4,120,0,0,0,1,10,1,42,2,0,0,0
4123,5.624363334016105,50.67921179186858,4040,1,7,Herstal,175000,1458,1,APARTMENT,3,3,120,0,0,0,1,17,0,0,2,0,0,1
4126,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,192000,2742,1,APARTMENT,6,2,70,0,0,0,1,3,0,0,4,0,0,0
4127,3.2340102684744165,50.85249379414545,8501,2,10,Kortrijk,309000,3551,1,GROUND_FLOOR,5,2,87,0,0,0,1,18,0,0,2,0,1,1
4130,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,420000,3230,1,APARTMENT,3,3,130,0,0,0,1,16,0,0,2,0,0,1
4133,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,282700,7640,1,FLAT_STUDIO,5,0,37,1,0,0,1,6,0,0,2,0,1,1
4134,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,375000,3048,1,APARTMENT,6,3,123,0,0,0,1,14,0,0,2,0,0,1
4135,4.361370487792108,50.78987082854528,1180,0,0,Uccle,559000,4658,1,APARTMENT,6,2,120,1,0,0,1,22,0,0,4,0,0,1
4137,3.2071828570336303,51.232646001171425,8000,2,10,Brugge,385000,4139,1,APARTMENT,5,2,93,1,0,0,1,3,0,0,2,0,0,1
4138,2.920364240174513,51.204054302137884,8400,2,10,Oostende,445000,3869,1,APARTMENT,0,3,115,0,0,0,1,8,0,0,2,0,0,1
4141,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,175000,2187,1,APARTMENT,6,1,80,0,0,0,1,12,0,0,2,0,0,0
4142,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,399000,1517,0,TOWN_HOUSE,6,3,163,0,0,0,1,20,1,100,2,0,0,0
4144,4.47820494125249,50.88338465440317,1930,2,6,Zaventem,169000,4333,1,FLAT_STUDIO,5,1,39,0,1,0,1,5,0,0,2,0,1,1
4146,5.638561209383813,50.639959100598105,4020,1,7,Liège,189500,2429,1,APARTMENT,0,2,78,0,0,0,1,6,0,0,2,0,0,1
4147,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,245000,2227,1,APARTMENT,6,2,110,1,0,0,1,1,0,0,2,0,0,0
4148,4.408236007087518,50.87001921742844,1140,0,0,Evere,465000,4227,1,APARTMENT,6,3,110,0,0,0,1,22,0,0,2,0,0,1
4152,3.276541129725285,50.81548648715903,8500,2,10,Kortrijk,279000,2536,1,APARTMENT,5,0,110,0,0,0,1,3,0,0,2,0,0,1
4153,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,340000,2635,1,APARTMENT,5,3,129,0,0,0,1,6,0,0,2,0,0,1
4154,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,238000,2310,1,APARTMENT,6,2,103,0,0,0,1,13,0,0,4,0,0,1
4159,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,369000,2222,1,DUPLEX,2,2,106,0,0,0,1,20,1,60,3,0,0,0
4162,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,299000,3517,1,APARTMENT,6,2,85,0,0,0,1,8,0,0,3,0,0,1
4163,4.324177215886155,50.814084975691195,1190,0,0,Forest,229990,3593,1,APARTMENT,5,2,64,0,0,0,1,5,0,0,2,0,0,0
4165,4.293920189965437,50.86465279974552,1082,0,0,Berchem-Sainte-Agathe,335000,2768,1,DUPLEX,5,2,121,0,1,0,1,25,0,0,2,0,0,1
4166,3.738386889083249,51.115287374583325,9032,2,9,Gent,329000,1316,0,HOUSE,4,1,250,0,0,0,1,20,0,0,3,0,0,0
4167,4.561792200549251,51.13160180554329,2500,2,8,Lier,335000,3641,1,PENTHOUSE,0,2,92,0,0,0,1,14,0,0,2,0,0,1
4168,3.720262345300755,51.053260703972086,9000,2,9,Gent,425000,3601,1,PENTHOUSE,5,2,118,1,0,0,1,11,0,0,2,0,0,1
4169,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,275000,4910,1,APARTMENT,5,1,56,1,0,0,1,6,0,0,2,0,1,1
4170,4.293920189965437,50.86465279974552,1082,0,0,Berchem-Sainte-Agathe,399000,2625,1,GROUND_FLOOR,0,3,104,1,0,0,1,13,1,48,2,0,1,1
4171,4.293920189965437,50.86465279974552,1082,0,0,Berchem-Sainte-Agathe,360000,3789,1,APARTMENT,0,2,95,1,0,0,1,7,0,0,2,0,1,1
4173,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,175000,5000,1,FLAT_STUDIO,6,1,35,1,0,0,1,7,0,0,4,0,1,1
4175,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,399000,1690,0,MANSION,5,4,172,0,0,0,1,18,1,64,2,0,0,0
4176,3.720262345300755,51.053260703972086,9000,2,9,Gent,310000,2183,1,APARTMENT,0,4,107,0,0,0,1,10,1,35,2,0,0,0
4178,4.309447398997361,50.87440457885052,1083,0,0,Ganshoren,249000,1627,1,GROUND_FLOOR,4,1,83,0,0,0,1,40,1,70,2,0,0,0
4180,4.376134025032607,51.248447820724365,2020,2,8,Antwerpen,275000,3021,1,APARTMENT,5,2,91,0,0,0,1,2,0,0,2,0,0,0
4181,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,269000,3842,1,APARTMENT,6,1,70,0,0,0,1,12,0,0,2,0,0,0
4183,5.638561209383813,50.639959100598105,4020,1,7,Liège,265000,3154,1,APARTMENT,6,2,84,1,0,0,1,5,0,0,2,0,0,1
4185,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,440000,1264,0,HOUSE,4,5,288,0,0,0,1,5,1,60,3,0,0,0
4187,4.448541194700186,50.41632296870234,6000,1,5,Charleroi,105000,1166,1,APARTMENT,6,2,90,0,0,0,1,3,0,0,2,0,0,1
4188,4.376134025032607,51.248447820724365,2050,2,8,Antwerpen,295000,2757,1,APARTMENT,6,2,107,0,0,0,1,12,0,0,2,0,0,1
4189,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,595000,4958,1,PENTHOUSE,0,3,120,0,0,1,1,22,0,0,2,0,0,1
4190,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,1235000,11227,1,DUPLEX,6,2,110,0,0,0,1,24,0,0,2,0,0,1
4191,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,375000,3947,1,APARTMENT,5,2,95,1,0,0,1,12,0,0,2,0,0,1
4192,4.361370487792108,50.78987082854528,1180,0,0,Uccle,245000,3500,1,APARTMENT,6,2,70,0,0,0,1,8,0,0,2,0,0,1
4195,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,815000,1831,0,HOUSE,5,5,270,1,0,0,1,20,1,175,3,0,1,0
4196,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,495000,1800,0,HOUSE,4,5,275,0,0,0,1,20,0,0,2,0,0,0
4197,4.854539162275639,50.457759547420494,5000,1,1,Namur,465000,845,0,HOUSE,2,6,270,1,0,0,1,13,1,280,2,0,0,0
4198,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,269000,2923,1,APARTMENT,5,2,92,1,0,0,1,9,0,0,2,0,0,1
4199,4.584311991418305,50.67146356031946,1348,1,3,Ottignies-Louvain-la-Neuve,315000,4500,1,DUPLEX,6,2,70,1,0,0,1,6,0,0,2,0,0,0
4200,3.720262345300755,51.053260703972086,9000,2,9,Gent,249000,3661,1,APARTMENT,6,1,68,0,0,0,1,10,0,0,2,0,0,1
4201,3.7083253028608065,51.00344710907644,9052,2,9,Gent,419406,4236,1,APARTMENT,0,2,99,1,0,0,1,10,0,0,2,0,0,1
4204,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,539000,4990,1,SERVICE_FLAT,5,1,108,0,0,0,1,25,0,0,2,0,0,1
4205,3.2071828570336303,51.232646001171425,8000,2,10,Brugge,259000,4111,1,APARTMENT,5,1,63,0,0,0,1,11,0,0,3,0,0,1
4206,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,275000,3767,1,APARTMENT,2,2,73,0,0,0,1,16,0,0,2,0,0,1
4207,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,225000,2419,1,APARTMENT,0,2,93,0,0,0,1,12,0,0,2,0,0,0
4208,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,325000,3779,1,APARTMENT,5,2,86,0,0,0,1,10,0,0,2,0,1,1
4209,4.321383766329789,50.881720021988286,1090,0,0,Jette,419000,2992,1,APARTMENT,6,4,140,0,0,0,1,12,0,0,2,0,0,0
4210,4.360048181748833,51.063785840068654,2830,2,8,Willebroek,228000,3040,1,APARTMENT,2,2,75,0,0,0,1,3,0,0,2,0,0,0
4211,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,239000,2463,1,APARTMENT,6,2,97,0,0,0,1,7,0,0,2,0,0,0
4212,4.349449465701912,51.17680075275425,2660,2,8,Antwerpen,295000,919,0,HOUSE,6,5,145,0,0,0,1,20,1,176,2,0,0,0
4213,4.047007532896995,50.941780843882924,9300,2,9,Aalst,265000,2120,1,APARTMENT,6,2,125,0,0,0,1,20,0,0,2,0,0,1
4215,5.508048762890354,50.58496196593964,4100,1,7,Seraing,185000,725,0,HOUSE,6,4,129,0,0,0,1,10,1,126,3,0,0,0
4217,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,245000,2094,1,GROUND_FLOOR,6,1,72,1,0,0,1,10,1,45,2,0,0,0
4218,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,765000,6954,1,PENTHOUSE,5,2,110,1,0,0,1,80,0,0,2,0,0,1
4219,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,355000,1510,0,HOUSE,3,3,175,1,0,0,1,9,1,60,2,0,0,0
4220,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,475000,1826,0,MIXED_USE_BUILDING,6,2,260,0,0,0,1,45,0,0,2,0,0,0
4221,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,199000,4975,1,FLAT_STUDIO,0,0,40,1,1,0,1,4,0,0,2,0,0,1
4226,3.611088262898648,50.848018865686875,9700,2,9,Oudenaarde,199000,2094,1,APARTMENT,6,1,95,0,0,0,1,6,0,0,2,0,0,1
4229,4.474362856677057,50.40703507741261,6061,1,5,Charleroi,128000,1242,0,HOUSE,0,2,103,0,0,0,1,13,0,0,2,0,0,0
4230,3.720262345300755,51.053260703972086,9000,2,9,Gent,445000,4198,1,SERVICE_FLAT,6,2,81,0,0,0,1,8,1,25,2,0,0,0
4232,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,745000,5730,1,APARTMENT,5,3,130,1,0,0,1,8,0,0,2,0,0,1
4234,3.611088262898648,50.848018865686875,9700,2,9,Oudenaarde,195000,2096,1,APARTMENT,6,2,93,0,0,0,1,28,0,0,2,0,0,1
4235,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,480000,3966,1,PENTHOUSE,0,3,121,1,0,0,1,60,0,0,2,0,1,1
4236,5.611819695855508,50.62614473189009,4030,1,7,Liège,289000,791,0,HOUSE,3,4,158,0,0,0,1,14,1,207,3,0,0,0
4237,3.720262345300755,51.053260703972086,9000,2,9,Gent,659000,2689,0,HOUSE,2,4,195,0,0,0,1,20,1,50,2,0,0,0
4242,3.14160121764503,51.29837935392511,8370,2,10,Blankenberge,395000,3185,0,HOUSE,0,4,124,0,1,0,1,35,0,0,2,0,0,0
4244,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,370000,4625,1,APARTMENT,5,2,80,1,0,0,1,2,0,0,2,0,0,1
4246,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,399000,5320,1,APARTMENT,5,1,75,0,0,0,1,1,0,0,2,0,0,0
4247,5.42914187160935,50.64214218719312,4460,1,7,Grâce-Hollogne,160000,2133,0,HOUSE,2,2,75,0,0,0,1,8,0,0,2,0,0,0
4248,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,386000,2643,1,DUPLEX,0,3,146,0,0,0,1,11,0,0,3,0,0,0
4250,5.508048762890354,50.58496196593964,4100,1,7,Seraing,289000,950,0,HOUSE,5,3,164,0,0,0,1,20,1,140,3,0,0,0
4251,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,289879,4201,1,APARTMENT,0,1,69,0,0,0,1,6,0,0,2,0,0,0
4252,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,380000,4222,1,APARTMENT,6,3,90,0,0,1,1,20,0,0,2,0,1,1
4253,4.361370487792108,50.78987082854528,1180,0,0,Uccle,1200000,4123,1,APARTMENT,5,4,291,1,0,0,1,28,0,0,4,0,1,1
4254,4.361370487792108,50.78987082854528,1180,0,0,Uccle,280000,3500,1,APARTMENT,6,2,80,0,0,0,1,13,0,0,2,0,1,1
4255,4.324177215886155,50.814084975691195,1190,0,0,Forest,517500,4173,1,APARTMENT,5,3,124,0,0,0,1,9,0,0,2,0,1,1
4256,3.720262345300755,51.053260703972086,9000,2,9,Gent,653049,8481,1,APARTMENT,5,1,77,1,0,0,1,8,0,0,2,0,0,1
4258,3.5164337686649905,50.98786919100002,9800,2,9,Deinze,440000,3793,1,APARTMENT,6,3,116,0,0,0,1,18,0,0,2,0,0,1
4259,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,312475,2670,1,APARTMENT,0,2,117,0,0,0,1,17,0,0,2,0,0,1
4261,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,475000,2448,0,HOUSE,6,3,164,0,0,0,1,15,1,30,2,0,0,0
4262,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,405000,3164,1,APARTMENT,2,3,128,0,0,0,1,5,0,0,2,0,0,1
4263,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,289000,9031,1,FLAT_STUDIO,6,0,32,1,0,0,1,3,0,0,2,0,0,1
4264,3.611088262898648,50.848018865686875,9700,2,9,Oudenaarde,269000,4014,1,SERVICE_FLAT,5,1,67,0,0,0,1,10,0,0,2,0,1,1
4265,5.380064364430568,49.966023829437134,6800,1,4,Libramont-Chevigny,189500,3211,1,APARTMENT,5,1,59,0,0,0,1,6,0,0,2,0,1,1
4267,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,325000,577,0,BUNGALOW,3,3,163,0,0,0,1,28,1,400,4,0,0,0
4268,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,285000,2938,1,APARTMENT,5,3,97,0,0,0,1,6,0,0,2,0,0,0
4270,2.920364240174513,51.204054302137884,8400,2,10,Oostende,275000,2570,1,APARTMENT,0,2,107,0,0,0,1,1,0,0,2,0,0,1
4271,4.360048181748833,51.063785840068654,2830,2,8,Willebroek,635000,3256,0,HOUSE,6,4,195,0,0,0,1,38,0,0,3,0,0,0
4272,4.691098755030863,50.85734711667344,3000,2,6,Leuven,592796,1949,0,HOUSE,5,4,231,0,0,0,1,12,1,73,3,0,0,0
4273,3.276541129725285,50.81548648715903,8500,2,10,Kortrijk,249000,1830,0,HOUSE,6,3,136,0,0,0,1,15,0,0,2,0,0,0
4274,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,695000,3021,0,APARTMENT_BLOCK,5,5,230,1,1,0,1,20,0,0,2,0,0,0
4275,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,475000,3800,1,APARTMENT,6,3,125,1,0,0,1,10,0,0,2,0,0,0
4278,4.047007532896995,50.941780843882924,9300,2,9,Aalst,299000,2135,1,APARTMENT,6,3,140,0,0,0,1,9,0,0,2,0,0,1
4281,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,389000,2493,0,HOUSE,6,3,156,0,0,0,1,14,0,0,3,0,0,0
4282,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,175000,2333,1,APARTMENT,4,2,75,0,0,0,1,7,0,0,2,0,0,0
4284,4.344697581912635,50.829476307319766,1060,0,0,Saint-Gilles,435000,5958,1,PENTHOUSE,5,1,73,1,0,0,1,11,0,0,2,0,1,1
4285,3.7083253028608065,51.00344710907644,9052,2,9,Gent,419368,4236,1,APARTMENT,0,2,99,1,0,0,1,10,0,0,2,0,0,1
4286,3.720262345300755,51.053260703972086,9000,2,9,Gent,375000,6818,1,APARTMENT,6,1,55,0,0,0,1,4,0,0,2,0,0,1
4288,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,790000,2476,0,HOUSE,5,4,194,1,0,0,1,20,1,125,2,0,0,0
4289,5.638561209383813,50.639959100598105,4020,1,7,Liège,249000,1915,0,HOUSE,5,3,130,0,0,0,1,33,0,0,2,0,0,0
4293,3.2340102684744165,50.85249379414545,8501,2,10,Kortrijk,185000,714,0,HOUSE,0,3,102,0,0,0,1,32,1,157,2,0,0,0
4294,5.3539234872135655,50.93340823156662,3500,2,2,Hasselt,420150,3685,1,APARTMENT,0,2,114,0,0,0,1,16,0,0,2,0,0,1
4295,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,359000,2377,0,HOUSE,5,3,150,0,0,0,1,1,1,1,2,0,0,0
4296,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,525000,1571,0,HOUSE,6,6,284,1,0,0,1,10,1,50,2,0,0,0
4297,4.408236007087518,50.87001921742844,1140,0,0,Evere,595000,4407,1,APARTMENT,0,2,135,0,0,0,1,65,0,0,3,0,1,1
4298,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,299000,2646,1,APARTMENT,6,2,113,0,0,0,1,12,0,0,2,0,0,1
4299,4.344697581912635,50.829476307319766,1060,0,0,Saint-Gilles,135000,3857,1,FLAT_STUDIO,4,0,35,0,0,0,1,15,0,0,2,0,0,0
4300,5.508048762890354,50.58496196593964,4100,1,7,Seraing,169000,461,0,APARTMENT_BLOCK,3,2,180,0,0,0,1,22,1,186,2,0,0,0
4301,2.920364240174513,51.204054302137884,8400,2,10,Oostende,439000,840,0,HOUSE,6,4,356,0,0,0,1,11,1,166,4,0,0,0
4302,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,335000,3526,1,APARTMENT,3,2,95,0,0,0,1,5,0,0,2,0,1,1
4303,4.047007532896995,50.941780843882924,9300,2,9,Aalst,194000,1716,1,APARTMENT,6,2,113,0,0,0,1,3,0,0,2,0,0,1
4304,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,280000,1171,1,GROUND_FLOOR,4,2,84,0,0,0,1,155,1,155,2,0,0,0
4306,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,235000,1566,0,HOUSE,6,3,150,0,0,1,1,15,0,0,3,0,0,0
4308,3.6770404444377904,51.020835067310294,9051,2,9,Gent,490000,2187,1,GROUND_FLOOR,5,2,137,1,0,0,1,3,1,87,2,0,1,1
4309,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,485000,2235,0,MIXED_USE_BUILDING,3,7,217,0,0,0,1,4,0,0,2,0,0,0
4311,3.720262345300755,51.053260703972086,9000,2,9,Gent,345000,3920,1,APARTMENT,5,2,88,1,0,0,1,13,0,0,4,0,0,1
4314,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,1150000,6571,1,APARTMENT,5,3,175,1,0,0,1,70,0,0,2,0,0,1
4315,3.1177834512642963,50.94625796358603,8800,2,10,Roeselare,299000,2317,1,APARTMENT,6,2,129,0,0,0,1,32,0,0,2,0,0,1
4316,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,375000,2167,1,APARTMENT,0,4,173,0,0,0,1,20,0,0,3,0,1,1
4317,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,570000,2375,1,GROUND_FLOOR,3,3,120,0,0,0,1,42,1,120,2,0,0,0
4318,5.497986977613582,50.61819164237959,4101,1,7,Seraing,179000,730,0,HOUSE,4,4,200,0,0,0,1,15,1,45,2,0,0,0
4319,3.14160121764503,51.29837935392511,8370,2,10,Blankenberge,59500,1750,1,FLAT_STUDIO,0,0,34,0,1,0,1,3,0,0,2,0,0,1
4320,3.720262345300755,51.053260703972086,9000,2,9,Gent,355000,3514,1,APARTMENT,6,3,101,1,0,0,1,13,0,0,2,0,0,1
4321,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,675000,7584,1,APARTMENT,5,2,89,1,0,0,1,8,0,0,2,0,0,1
4325,4.35823745489421,50.692382997024126,1420,1,3,Braine-l'Alleud,435000,3152,1,APARTMENT,6,3,138,0,0,0,1,41,0,0,4,0,0,1
4327,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,475000,5722,1,APARTMENT,5,2,83,1,0,0,1,5,0,0,2,0,0,0
4328,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,402756,3384,1,APARTMENT,5,2,119,0,0,0,1,12,0,0,4,0,0,1
4329,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,549000,2678,0,HOUSE,2,4,205,0,0,0,1,25,0,0,2,0,0,0
4331,4.561792200549251,51.13160180554329,2500,2,8,Lier,302000,3282,1,APARTMENT,0,2,92,0,0,0,1,8,0,0,2,0,0,1
4333,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,649000,1144,0,MIXED_USE_BUILDING,6,6,367,0,0,0,1,25,1,200,2,0,0,0
4334,2.920364240174513,51.204054302137884,8400,2,10,Oostende,395000,1820,1,APARTMENT,4,5,217,0,0,0,1,55,0,0,2,0,0,1
4338,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,425000,5059,1,APARTMENT,0,2,84,0,0,0,1,4,0,0,2,0,0,0
4339,4.361370487792108,50.78987082854528,1180,0,0,Uccle,420000,3559,1,APARTMENT,2,2,118,0,0,0,1,15,0,0,3,0,0,1
4341,4.376134025032607,51.248447820724365,2050,2,8,Antwerpen,625000,1594,0,HOUSE,6,6,212,0,0,0,1,25,1,180,3,0,0,0
4345,5.535060559845203,50.629837917805894,4420,1,7,Saint-Nicolas,159900,1998,0,HOUSE,6,3,80,1,0,0,1,40,0,0,2,0,1,0
4346,4.941172558459968,50.80922727420936,3300,2,6,Tienen,489000,167,0,COUNTRY_COTTAGE,6,4,220,1,0,0,1,112,1,2700,4,0,0,0
4347,4.376134025032607,51.248447820724365,2050,2,8,Antwerpen,395000,3726,1,PENTHOUSE,5,2,106,0,0,0,1,35,0,0,3,0,0,1
4348,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,775000,5783,1,APARTMENT,0,2,134,0,0,0,1,17,0,0,2,0,0,0
4349,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,385000,3318,1,APARTMENT,3,3,116,0,0,0,1,5,0,0,2,0,1,1
4350,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,245000,4454,1,SERVICE_FLAT,5,1,55,0,0,0,1,8,0,0,2,0,0,0
4351,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,669000,8060,1,APARTMENT,5,2,83,1,0,0,1,3,0,0,2,0,0,1
4352,5.380064364430568,49.966023829437134,6800,1,4,Libramont-Chevigny,479000,1828,0,HOUSE,6,5,262,1,0,0,1,25,0,0,4,0,0,0
